TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5
1945.0,0.243,0.0,0.061,0.03,0.091,0.574,0.014,0.228,0.0,0.179,0.534,0.044,0.021,0.431,0.11,0.0,0.386,0.051,0.0,0.65,0.021,0.294,0.0,0.034,0.0,0.88,0.0,0.077,0.043,0.0
1946.0,0.244,0.0,0.069,0.021,0.08900000000000001,0.5770000000000001,0.014,0.225,0.0,0.102,0.609,0.05,0.011,0.87,0.05,0.0,0.027000000000000003,0.041,0.0,0.672,0.04,0.231,0.0,0.057,0.01,0.596,0.014,0.084,0.29600000000000004,0.0
1947.0,0.116,0.0,0.047,0.043,0.086,0.7090000000000001,0.024,0.303,0.0,0.142,0.16,0.371,0.013,0.621,0.057,0.0,0.27,0.039,0.0,0.612,0.024,0.308,0.0,0.056,0.041,0.59,0.036000000000000004,0.11,0.223,0.0
1948.0,0.311,0.0,0.064,0.05,0.094,0.48,0.031,0.293,0.0,0.111,0.297,0.267,0.01,0.69,0.036000000000000004,0.0,0.241,0.023,0.0,0.431,0.027000000000000003,0.47,0.0,0.071,0.033,0.805,0.041,0.092,0.029,0.0
1949.0,0.446,0.0,0.086,0.051,0.101,0.316,0.116,0.445,0.0,0.158,0.171,0.11,0.024,0.32299999999999995,0.094,0.0,0.511,0.047,0.0,0.451,0.024,0.465,0.0,0.06,0.0,0.8740000000000001,0.043,0.068,0.016,0.0
1950.0,0.494,0.0,0.086,0.05,0.106,0.264,0.141,0.504,0.0,0.195,0.046,0.114,0.013,0.401,0.079,0.0,0.467,0.04,0.0,0.72,0.044,0.187,0.0,0.049,0.029,0.728,0.029,0.135,0.08,0.0
1951.0,0.33,0.0,0.064,0.031,0.116,0.459,0.094,0.516,0.0,0.22,0.056,0.114,0.019,0.64,0.06,0.0,0.206,0.076,0.0,0.6629999999999999,0.041,0.233,0.0,0.063,0.014,0.237,0.031,0.129,0.589,0.0
1952.0,0.453,0.0,0.093,0.06,0.109,0.28600000000000003,0.099,0.523,0.0,0.224,0.05,0.104,0.019,0.8170000000000001,0.061,0.0,0.036000000000000004,0.067,0.0,0.8590000000000001,0.059,0.041,0.0,0.041,0.027000000000000003,0.181,0.539,0.159,0.094,0.0
1953.0,0.471,0.0,0.081,0.064,0.103,0.28,0.09,0.542,0.0,0.223,0.044,0.101,0.021,0.6659999999999999,0.119,0.0,0.026,0.16899999999999998,0.0,0.85,0.056,0.055,0.0,0.04,0.024,0.3670000000000001,0.257,0.217,0.134,0.0
1954.0,0.206,0.0,0.06,0.06,0.08900000000000001,0.586,0.07,0.593,0.0,0.21600000000000005,0.033,0.08900000000000001,0.0,0.944,0.023,0.0,0.004,0.029,0.0,0.787,0.046,0.13,0.0,0.037000000000000005,0.016,0.473,0.013,0.13,0.369,0.0
1955.0,0.371,0.0,0.081,0.05,0.099,0.399,0.084,0.534,0.0,0.221,0.051,0.109,0.016,0.573,0.077,0.0,0.287,0.047,0.0,0.642,0.054000000000000006,0.242,0.0,0.061,0.014,0.34,0.02,0.08900000000000001,0.537,0.0
1956.0,0.306,0.0,0.077,0.037000000000000005,0.091,0.489,0.141,0.507,0.0,0.199,0.05,0.103,0.049,0.491,0.129,0.0,0.233,0.099,0.0,0.693,0.046,0.214,0.0,0.047,0.014,0.6509999999999999,0.014,0.109,0.211,0.0
1957.0,0.471,0.0,0.101,0.076,0.097,0.254,0.526,0.339,0.0,0.078,0.034,0.023,0.011,0.901,0.036000000000000004,0.0,0.013,0.039,0.006,0.527,0.134,0.28600000000000003,0.0,0.047,0.006999999999999999,0.741,0.014,0.102,0.136,0.0
1958.0,0.56,0.0,0.071,0.063,0.081,0.224,0.443,0.37,0.0,0.098,0.051,0.037000000000000005,0.037000000000000005,0.421,0.099,0.0,0.043,0.4,0.009000000000000001,0.221,0.511,0.197,0.0,0.061,0.01,0.64,0.014,0.094,0.241,0.0
1959.0,0.58,0.0,0.067,0.069,0.077,0.207,0.473,0.34600000000000003,0.0,0.084,0.053,0.044,0.011,0.86,0.04,0.0,0.023,0.066,0.001,0.306,0.401,0.161,0.0,0.13,0.016,0.518,0.023,0.106,0.337,0.0
1960.0,0.569,0.0,0.076,0.073,0.077,0.206,0.561,0.294,0.0,0.066,0.044,0.034,0.016,0.816,0.026,0.0,0.113,0.03,0.037000000000000005,0.6409999999999999,0.071,0.172,0.0,0.079,0.009000000000000001,0.7240000000000001,0.017,0.079,0.171,0.0
1961.0,0.581,0.0,0.071,0.071,0.086,0.19,0.414,0.451,0.0,0.073,0.039,0.023,0.003,0.8690000000000001,0.023,0.0,0.091,0.014,0.027000000000000003,0.713,0.067,0.132,0.0,0.06,0.0,0.903,0.01,0.054000000000000006,0.033,0.0
1962.0,0.593,0.0,0.063,0.071,0.07400000000000001,0.199,0.087,0.741,0.0,0.119,0.027000000000000003,0.026,0.001,0.987,0.004,0.0,0.003,0.004,0.017,0.7879999999999999,0.047,0.09,0.0,0.057,0.027000000000000003,0.733,0.013,0.091,0.136,0.0
1963.0,0.569,0.0,0.066,0.07400000000000001,0.079,0.213,0.309,0.541,0.0,0.098,0.033,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.021,0.7929999999999999,0.041,0.096,0.0,0.049,0.057,0.765,0.016,0.13699999999999998,0.026,0.0
1964.0,0.59,0.0,0.057,0.071,0.071,0.21,0.076,0.7490000000000001,0.0,0.132,0.024,0.019,0.006999999999999999,0.8640000000000001,0.03,0.0,0.07400000000000001,0.024,0.016,0.813,0.043,0.08,0.0,0.049,0.061,0.8,0.014,0.113,0.011,0.0
1965.0,0.586,0.0,0.06,0.071,0.071,0.211,0.113,0.589,0.0,0.175,0.047,0.076,0.011,0.257,0.083,0.0,0.601,0.047,0.251,0.529,0.039,0.134,0.0,0.047,0.054000000000000006,0.7509999999999999,0.043,0.135,0.017,0.0
1966.0,0.6,0.0,0.057,0.071,0.071,0.2,0.149,0.584,0.0,0.163,0.041,0.063,0.014,0.204,0.086,0.0,0.653,0.043,0.014,0.792,0.059,0.08,0.0,0.054000000000000006,0.057,0.758,0.043,0.128,0.014,0.0
1967.0,0.597,0.0,0.057,0.071,0.071,0.203,0.101,0.6859999999999999,0.0,0.146,0.023,0.044,0.006999999999999999,0.326,0.077,0.0,0.54,0.05,0.016,0.797,0.054000000000000006,0.084,0.0,0.049,0.057,0.774,0.033,0.122,0.014,0.0
1968.0,0.586,0.0,0.057,0.071,0.071,0.214,0.08900000000000001,0.746,0.0,0.131,0.023,0.011,0.0,1.0,0.0,0.0,0.0,0.0,0.016,0.833,0.024,0.083,0.0,0.044,0.054000000000000006,0.7859999999999999,0.014,0.124,0.021,0.0
1969.0,0.584,0.0,0.059,0.071,0.071,0.214,0.073,0.78,0.0,0.12,0.014,0.013,0.0,1.0,0.0,0.0,0.0,0.0,0.021,0.841,0.02,0.081,0.0,0.037000000000000005,0.027000000000000003,0.867,0.013,0.076,0.017,0.0
1970.0,0.584,0.0,0.063,0.071,0.08,0.201,0.083,0.695,0.0,0.155,0.02,0.047,0.0,1.0,0.0,0.0,0.0,0.0,0.179,0.5329999999999999,0.023,0.131,0.0,0.134,0.013,0.659,0.019,0.116,0.193,0.0
1971.0,0.5770000000000001,0.0,0.071,0.071,0.071,0.209,0.104,0.6679999999999999,0.0,0.151,0.029,0.049,0.0,1.0,0.0,0.0,0.0,0.0,0.174,0.445,0.034,0.179,0.0,0.16699999999999998,0.023,0.5479999999999999,0.189,0.21,0.03,0.0
1972.0,0.586,0.0,0.071,0.07,0.07400000000000001,0.199,0.436,0.384,0.0,0.097,0.04,0.043,0.016,0.8340000000000001,0.109,0.0,0.021,0.02,0.084,0.61,0.063,0.126,0.0,0.117,0.029,0.251,0.501,0.19,0.029,0.0
1973.0,0.557,0.0,0.15,0.03,0.09,0.173,0.619,0.215,0.0,0.069,0.056,0.041,0.043,0.196,0.657,0.0,0.03,0.07400000000000001,0.009000000000000001,0.381,0.34,0.101,0.0,0.17,0.027000000000000003,0.231,0.52,0.19,0.031,0.0
1974.0,0.319,0.0,0.056,0.044,0.081,0.5,0.569,0.166,0.0,0.044,0.039,0.183,0.039,0.14400000000000002,0.207,0.0,0.027000000000000003,0.583,0.0,0.173,0.614,0.07400000000000001,0.0,0.139,0.006,0.7240000000000001,0.031,0.2,0.039,0.0
1975.0,0.21,0.0,0.049,0.044,0.07400000000000001,0.623,0.594,0.203,0.0,0.053,0.041,0.109,0.044,0.429,0.094,0.0,0.044,0.389,0.0,0.185,0.64,0.087,0.0,0.08900000000000001,0.001,0.78,0.014,0.16399999999999998,0.04,0.0
1976.0,0.243,0.0,0.049,0.046,0.076,0.5870000000000001,0.551,0.173,0.0,0.041,0.036000000000000004,0.199,0.031,0.161,0.063,0.0,0.03,0.7140000000000001,0.0,0.161,0.5660000000000001,0.103,0.0,0.17,0.0,0.8390000000000001,0.014,0.113,0.033,0.0
1977.0,0.14300000000000002,0.0,0.043,0.043,0.073,0.6990000000000001,0.5710000000000001,0.273,0.0,0.054000000000000006,0.043,0.059,0.039,0.564,0.211,0.0,0.036000000000000004,0.15,0.0,0.434,0.304,0.16,0.0,0.101,0.0,0.8270000000000001,0.014,0.124,0.034,0.0
1978.0,0.5489999999999999,0.0,0.071,0.069,0.071,0.24,0.527,0.312,0.0,0.081,0.04,0.04,0.003,0.936,0.039,0.0,0.011,0.011,0.0,0.401,0.231,0.17,0.0,0.197,0.0,0.845,0.014,0.105,0.036000000000000004,0.0
1979.0,0.5770000000000001,0.0,0.071,0.07,0.073,0.209,0.5660000000000001,0.282,0.0,0.068,0.046,0.039,0.001,0.956,0.02,0.0,0.006999999999999999,0.016,0.006,0.454,0.244,0.11,0.0,0.18600000000000005,0.0,0.893,0.014,0.063,0.03,0.0
1980.0,0.594,0.0,0.071,0.071,0.071,0.191,0.57,0.275,0.0,0.069,0.043,0.043,0.0,0.863,0.067,0.0,0.013,0.057,0.0,0.207,0.04,0.1,0.0,0.653,0.0,0.9,0.014,0.057,0.029,0.0
1981.0,0.594,0.0,0.071,0.071,0.071,0.191,0.5710000000000001,0.276,0.0,0.07200000000000001,0.04,0.04,0.0,0.8370000000000001,0.069,0.0,0.011,0.083,0.0,0.209,0.039,0.108,0.0,0.644,0.0,0.895,0.014,0.062,0.029,0.0
1982.0,0.579,0.0,0.071,0.066,0.077,0.207,0.546,0.306,0.0,0.07200000000000001,0.041,0.034,0.006,0.389,0.097,0.0,0.446,0.063,0.001,0.3670000000000001,0.274,0.084,0.0,0.273,0.0,0.883,0.014,0.07400000000000001,0.029,0.0
1983.0,0.5670000000000001,0.0,0.071,0.071,0.071,0.219,0.56,0.285,0.0,0.069,0.043,0.043,0.001,0.254,0.093,0.0,0.607,0.044,0.0,0.8009999999999999,0.081,0.065,0.0,0.053,0.0,0.84,0.014,0.111,0.034,0.0
1984.0,0.586,0.0,0.071,0.071,0.071,0.2,0.5429999999999999,0.309,0.0,0.067,0.043,0.039,0.006999999999999999,0.453,0.07400000000000001,0.0,0.423,0.043,0.0,0.8140000000000001,0.053,0.093,0.0,0.04,0.0,0.861,0.014,0.08900000000000001,0.036000000000000004,0.0
1985.0,0.58,0.0,0.071,0.071,0.071,0.206,0.54,0.317,0.0,0.065,0.044,0.034,0.024,0.451,0.121,0.0,0.33,0.073,0.0,0.826,0.044,0.092,0.0,0.037000000000000005,0.0,0.901,0.014,0.055,0.03,0.0
1986.0,0.57,0.0,0.071,0.069,0.07400000000000001,0.21600000000000005,0.52,0.339,0.0,0.069,0.046,0.027000000000000003,0.026,0.831,0.08,0.0,0.029,0.034,0.0,0.84,0.036000000000000004,0.084,0.0,0.04,0.013,0.603,0.02,0.077,0.287,0.0
1987.0,0.569,0.0,0.071,0.059,0.084,0.217,0.586,0.251,0.0,0.063,0.057,0.043,0.034,0.253,0.091,0.0,0.027000000000000003,0.594,0.0,0.83,0.046,0.073,0.0,0.051,0.02,0.557,0.021,0.155,0.247,0.0
1988.0,0.5710000000000001,0.0,0.071,0.059,0.084,0.214,0.584,0.259,0.0,0.059,0.056,0.043,0.029,0.257,0.086,0.0,0.026,0.603,0.0,0.851,0.044,0.06,0.0,0.044,0.014,0.7340000000000001,0.026,0.17600000000000002,0.05,0.0
1989.0,0.569,0.0,0.071,0.064,0.08,0.21600000000000005,0.589,0.251,0.0,0.067,0.05,0.043,0.031,0.239,0.153,0.0,0.2,0.377,0.0,0.725,0.146,0.08,0.0,0.049,0.017,0.716,0.026,0.145,0.096,0.0
1990.0,0.5660000000000001,0.0,0.071,0.059,0.084,0.22,0.5870000000000001,0.246,0.0,0.07,0.054000000000000006,0.043,0.01,0.124,0.073,0.0,0.711,0.081,0.024,0.5329999999999999,0.183,0.077,0.0,0.183,0.006,0.6920000000000001,0.019,0.231,0.053,0.0
1991.0,0.28300000000000003,0.0,0.051,0.049,0.08,0.537,0.5760000000000001,0.244,0.0,0.058,0.049,0.07400000000000001,0.016,0.334,0.08,0.0,0.457,0.113,0.013,0.503,0.173,0.07400000000000001,0.0,0.237,0.02,0.47,0.109,0.339,0.063,0.0
1992.0,0.146,0.0,0.043,0.044,0.071,0.696,0.55,0.314,0.0,0.051,0.037000000000000005,0.047,0.0,0.991,0.009000000000000001,0.0,0.0,0.0,0.0,0.872,0.07,0.028,0.0,0.03,0.006999999999999999,0.708,0.01,0.242,0.033,0.0
1993.0,0.141,0.0,0.043,0.044,0.069,0.703,0.257,0.622,0.0,0.07400000000000001,0.027000000000000003,0.02,0.0,0.999,0.001,0.0,0.0,0.0,0.0,0.921,0.03,0.034,0.0,0.014,0.004,0.8079999999999999,0.0,0.165,0.023,0.0
1994.0,0.084,0.0,0.069,0.067,0.079,0.701,0.274,0.434,0.0,0.057,0.037000000000000005,0.197,0.031,0.433,0.113,0.0,0.016,0.407,0.0,0.747,0.054000000000000006,0.024,0.0,0.174,0.01,0.621,0.023,0.112,0.234,0.0
1995.0,0.131,0.0,0.043,0.037000000000000005,0.057,0.731,0.033,0.361,0.0,0.092,0.14300000000000002,0.371,0.017,0.713,0.036000000000000004,0.0,0.009000000000000001,0.226,0.0,0.732,0.05,0.022,0.0,0.196,0.001,0.77,0.006999999999999999,0.16699999999999998,0.054000000000000006,0.0
1996.0,0.327,0.0,0.051,0.053,0.061,0.507,0.004,0.269,0.0,0.106,0.59,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.887,0.033,0.047,0.0,0.033,0.0,0.843,0.004,0.127,0.026,0.0
1997.0,0.254,0.0,0.051,0.05,0.061,0.583,0.006,0.238,0.0,0.112,0.616,0.029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.014,0.208,0.0,0.033,0.004,0.818,0.014,0.138,0.026,0.0
1998.0,0.586,0.0,0.071,0.071,0.071,0.2,0.02,0.218,0.0,0.106,0.599,0.057,0.009000000000000001,0.899,0.027000000000000003,0.0,0.021,0.044,0.0,0.7759999999999999,0.027000000000000003,0.161,0.0,0.036000000000000004,0.017,0.527,0.013,0.211,0.231,0.0
1999.0,0.574,0.0,0.071,0.066,0.077,0.211,0.161,0.494,0.0,0.155,0.113,0.077,0.016,0.706,0.053,0.0,0.013,0.213,0.0,0.8759999999999999,0.044,0.039,0.0,0.04,0.014,0.413,0.009000000000000001,0.514,0.05,0.0
2000.0,0.57,0.0,0.071,0.057,0.086,0.21600000000000005,0.099,0.311,0.0,0.142,0.353,0.096,0.029,0.197,0.09,0.0,0.036000000000000004,0.649,0.0,0.863,0.049,0.046,0.0,0.043,0.014,0.257,0.014,0.393,0.321,0.0
2001.0,0.563,0.0,0.071,0.059,0.086,0.221,0.14300000000000002,0.369,0.0,0.15,0.243,0.096,0.029,0.201,0.101,0.0,0.02,0.649,0.0,0.795,0.094,0.063,0.0,0.047,0.02,0.422,0.019,0.173,0.366,0.0
2002.0,0.551,0.0,0.071,0.051,0.086,0.24,0.219,0.373,0.0,0.13,0.174,0.104,0.029,0.141,0.087,0.0,0.029,0.7140000000000001,0.016,0.396,0.306,0.134,0.0,0.149,0.017,0.294,0.224,0.243,0.221,0.0
2003.0,0.276,0.0,0.044,0.041,0.07400000000000001,0.564,0.479,0.327,0.0,0.08800000000000001,0.044,0.061,0.024,0.449,0.076,0.0,0.036000000000000004,0.416,0.034,0.342,0.061,0.108,0.0,0.454,0.026,0.138,0.624,0.183,0.029,0.0
2004.0,0.341,0.0,0.057,0.054000000000000006,0.071,0.476,0.06,0.759,0.0,0.128,0.017,0.036000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.6459999999999999,0.049,0.106,0.0,0.17,0.026,0.618,0.061,0.203,0.091,0.0
2005.0,0.334,0.0,0.054000000000000006,0.056,0.071,0.484,0.053,0.355,0.0,0.13,0.397,0.064,0.006,0.599,0.041,0.0,0.331,0.023,0.231,0.381,0.03,0.232,0.0,0.126,0.0,0.845,0.014,0.106,0.034,0.0
2006.0,0.14300000000000002,0.0,0.043,0.043,0.064,0.7070000000000001,0.061,0.443,0.0,0.138,0.299,0.059,0.001,0.986,0.004,0.0,0.004,0.004,0.166,0.435,0.049,0.241,0.0,0.11,0.0,0.8640000000000001,0.014,0.08900000000000001,0.033,0.0
2007.0,0.133,0.0,0.043,0.036000000000000004,0.06,0.7290000000000001,0.099,0.411,0.0,0.152,0.066,0.273,0.023,0.5770000000000001,0.044,0.0,0.014,0.341,0.046,0.395,0.081,0.225,0.0,0.253,0.0,0.86,0.014,0.09,0.036000000000000004,0.0
2008.0,0.151,0.0,0.043,0.043,0.073,0.69,0.159,0.416,0.0,0.158,0.14,0.127,0.044,0.461,0.107,0.0,0.034,0.353,0.334,0.293,0.073,0.201,0.0,0.099,0.0,0.855,0.014,0.098,0.033,0.0
2009.0,0.151,0.0,0.043,0.04,0.083,0.6829999999999999,0.154,0.354,0.0,0.14,0.063,0.289,0.029,0.171,0.069,0.0,0.026,0.706,0.536,0.14400000000000002,0.024,0.135,0.0,0.161,0.0,0.812,0.014,0.135,0.039,0.0
2010.0,0.16699999999999998,0.0,0.046,0.043,0.071,0.6729999999999999,0.184,0.386,0.0,0.135,0.054000000000000006,0.24,0.029,0.237,0.06,0.0,0.021,0.653,0.541,0.14,0.033,0.127,0.0,0.159,0.0,0.8490000000000001,0.014,0.102,0.034,0.0
2011.0,0.336,0.0,0.051,0.05,0.07400000000000001,0.489,0.153,0.35600000000000004,0.0,0.131,0.104,0.256,0.029,0.229,0.076,0.0,0.033,0.634,0.156,0.305,0.086,0.251,0.0,0.203,0.001,0.7859999999999999,0.017,0.125,0.07,0.0
2012.0,0.139,0.0,0.043,0.04,0.069,0.71,0.134,0.309,0.0,0.108,0.106,0.343,0.027000000000000003,0.281,0.07400000000000001,0.0,0.034,0.583,0.104,0.248,0.084,0.244,0.0,0.32,0.006999999999999999,0.6509999999999999,0.019,0.161,0.161,0.0
2013.0,0.18,0.0,0.05,0.04,0.071,0.659,0.149,0.529,0.0,0.161,0.051,0.11,0.009000000000000001,0.7340000000000001,0.027000000000000003,0.0,0.207,0.023,0.08,0.208,0.07400000000000001,0.17,0.0,0.467,0.0,0.773,0.014,0.16899999999999998,0.043,0.0
2014.0,0.256,0.0,0.056,0.05,0.064,0.574,0.14,0.433,0.0,0.146,0.149,0.133,0.011,0.8959999999999999,0.037000000000000005,0.0,0.021,0.034,0.151,0.157,0.024,0.097,0.0,0.57,0.0,0.872,0.014,0.08,0.033,0.0
2015.0,0.13,0.0,0.057,0.033,0.059,0.721,0.146,0.28600000000000003,0.0,0.114,0.057,0.397,0.031,0.321,0.063,0.0,0.034,0.55,0.134,0.042,0.003,0.028,0.0,0.7929999999999999,0.0,0.892,0.014,0.065,0.029,0.0
2016.0,0.114,0.0,0.044,0.029,0.07,0.743,0.136,0.255,0.0,0.113,0.066,0.43,0.029,0.163,0.05,0.0,0.029,0.73,0.099,0.0,0.0,0.0,0.0,0.901,0.001,0.684,0.014,0.256,0.044,0.0
2017.0,0.146,0.0,0.043,0.041,0.071,0.6990000000000001,0.17600000000000002,0.35600000000000004,0.0,0.141,0.113,0.214,0.019,0.657,0.106,0.0,0.027000000000000003,0.191,0.151,0.106,0.013,0.073,0.0,0.657,0.019,0.34700000000000003,0.2,0.404,0.03,0.0
2018.0,0.153,0.0,0.049,0.043,0.073,0.6829999999999999,0.171,0.489,0.0,0.165,0.063,0.111,0.014,0.763,0.103,0.0,0.029,0.091,0.154,0.134,0.014,0.078,0.0,0.62,0.029,0.354,0.326,0.26,0.031,0.0
2019.0,0.147,0.0,0.057,0.04,0.057,0.6990000000000001,0.149,0.331,0.0,0.132,0.159,0.23,0.033,0.649,0.124,0.0,0.046,0.149,0.154,0.127,0.011,0.077,0.0,0.63,0.026,0.305,0.379,0.261,0.03,0.0
2020.0,0.244,0.0,0.05,0.034,0.054000000000000006,0.617,0.146,0.268,0.0,0.118,0.06,0.409,0.019,0.086,0.046,0.0,0.02,0.83,0.146,0.113,0.0,0.086,0.0,0.6559999999999999,0.023,0.418,0.244,0.277,0.037000000000000005,0.0
2021.0,0.14,0.0,0.023,0.011,0.024,0.8009999999999999,0.13699999999999998,0.244,0.0,0.117,0.064,0.4370000000000001,0.026,0.119,0.044,0.0,0.027000000000000003,0.784,0.109,0.073,0.004,0.061,0.0,0.753,0.014,0.568,0.047,0.329,0.041,0.0
2022.0,0.004,0.0,0.0,0.0,0.016,0.98,0.129,0.285,0.0,0.122,0.039,0.426,0.0,0.014,0.01,0.0,0.006,0.97,0.061,0.0,0.0,0.0,0.0,0.939,0.011,0.653,0.027000000000000003,0.274,0.034,0.0
2023.0,0.054000000000000006,0.0,0.021,0.016,0.036000000000000004,0.873,0.146,0.282,0.0,0.119,0.069,0.384,0.006,0.133,0.023,0.0,0.009000000000000001,0.83,0.093,0.042,0.0,0.028,0.0,0.8370000000000001,0.013,0.6459999999999999,0.026,0.273,0.043,0.0
2024.0,0.151,0.0,0.05,0.043,0.064,0.691,0.16,0.417,0.0,0.14,0.047,0.236,0.014,0.703,0.046,0.0,0.014,0.223,0.129,0.14400000000000002,0.0,0.084,0.0,0.643,0.014,0.5529999999999999,0.026,0.363,0.044,0.0
2025.0,0.107,0.0,0.037000000000000005,0.033,0.06,0.763,0.153,0.331,0.0,0.132,0.046,0.339,0.024,0.403,0.047,0.0,0.029,0.4970000000000001,0.109,0.062,0.006999999999999999,0.041,0.0,0.7809999999999999,0.016,0.529,0.067,0.344,0.044,0.0
2026.0,0.059,0.0,0.023,0.016,0.043,0.86,0.139,0.254,0.0,0.12,0.051,0.436,0.017,0.09,0.03,0.0,0.019,0.8440000000000001,0.07400000000000001,0.003,0.0,0.0,0.0,0.923,0.01,0.565,0.043,0.28600000000000003,0.096,0.0
2027.0,0.091,0.0,0.034,0.023,0.06,0.7909999999999999,0.141,0.254,0.0,0.126,0.043,0.436,0.013,0.183,0.056,0.0,0.014,0.7340000000000001,0.076,0.003,0.0,0.0,0.0,0.921,0.0,0.848,0.014,0.108,0.03,0.0
2028.0,0.12,0.0,0.043,0.04,0.081,0.716,0.141,0.259,0.0,0.111,0.064,0.424,0.029,0.193,0.067,0.0,0.027000000000000003,0.684,0.287,0.067,0.006,0.059,0.0,0.581,0.01,0.588,0.023,0.12,0.26,0.0
2029.0,0.146,0.0,0.043,0.043,0.071,0.6970000000000001,0.131,0.428,0.0,0.13,0.031,0.28,0.046,0.293,0.091,0.0,0.02,0.55,0.147,0.473,0.061,0.154,0.0,0.16399999999999998,0.0,0.826,0.014,0.126,0.034,0.0
2030.0,0.139,0.0,0.041,0.043,0.063,0.7140000000000001,0.126,0.458,0.0,0.14,0.023,0.254,0.029,0.271,0.057,0.0,0.014,0.629,0.011,0.6629999999999999,0.04,0.027000000000000003,0.0,0.259,0.001,0.821,0.014,0.131,0.033,0.0
2031.0,0.059,0.0,0.069,0.054000000000000006,0.086,0.733,0.104,0.34600000000000003,0.0,0.108,0.021,0.42,0.029,0.271,0.057,0.0,0.014,0.629,0.011,0.667,0.034,0.03,0.0,0.257,0.001,0.764,0.014,0.183,0.037000000000000005,0.0
2032.0,0.063,0.0,0.064,0.047,0.086,0.74,0.139,0.269,0.0,0.107,0.043,0.443,0.014,0.14300000000000002,0.034,0.0,0.011,0.797,0.014,0.354,0.034,0.042,0.0,0.556,0.011,0.424,0.014,0.507,0.043,0.0
2033.0,0.151,0.0,0.034,0.043,0.057,0.7140000000000001,0.157,0.455,0.0,0.15,0.046,0.193,0.033,0.619,0.056,0.0,0.131,0.161,0.014,0.198,0.05,0.084,0.0,0.654,0.01,0.622,0.014,0.318,0.036000000000000004,0.0
2034.0,0.14300000000000002,0.0,0.043,0.043,0.057,0.7140000000000001,0.136,0.477,0.0,0.14400000000000002,0.031,0.211,0.004,0.7190000000000001,0.017,0.0,0.174,0.086,0.013,0.233,0.051,0.102,0.0,0.601,0.001,0.8490000000000001,0.014,0.107,0.029,0.0
2035.0,0.146,0.0,0.04,0.043,0.059,0.713,0.129,0.557,0.0,0.155,0.07,0.08900000000000001,0.003,0.629,0.041,0.0,0.29600000000000004,0.031,0.006999999999999999,0.664,0.05,0.092,0.0,0.187,0.0,0.838,0.013,0.122,0.027000000000000003,0.0
2036.0,0.141,0.0,0.043,0.044,0.063,0.7090000000000001,0.171,0.464,0.0,0.16399999999999998,0.06,0.141,0.08900000000000001,0.5429999999999999,0.183,0.0,0.039,0.147,0.013,0.743,0.049,0.08,0.0,0.116,0.009000000000000001,0.617,0.014,0.321,0.039,0.0
2037.0,0.119,0.0,0.046,0.054000000000000006,0.117,0.664,0.17,0.447,0.0,0.168,0.076,0.139,0.024,0.494,0.06,0.0,0.363,0.059,0.013,0.304,0.046,0.105,0.0,0.5329999999999999,0.016,0.315,0.023,0.29,0.35700000000000004,0.0
2038.0,0.126,0.0,0.057,0.067,0.08,0.67,0.141,0.545,0.0,0.165,0.05,0.099,0.016,0.701,0.024,0.0,0.249,0.01,0.016,0.742,0.053,0.075,0.0,0.114,0.009000000000000001,0.645,0.014,0.263,0.069,0.0
2039.0,0.116,0.0,0.056,0.057,0.076,0.696,0.171,0.464,0.0,0.183,0.071,0.11,0.026,0.153,0.073,0.0,0.7090000000000001,0.04,0.026,0.531,0.13,0.224,0.0,0.08900000000000001,0.013,0.519,0.014,0.375,0.079,0.0
2040.0,0.117,0.0,0.053,0.061,0.071,0.6970000000000001,0.149,0.5329999999999999,0.0,0.163,0.06,0.096,0.001,0.41,0.061,0.0,0.489,0.039,0.011,0.521,0.07400000000000001,0.114,0.0,0.28,0.014,0.5820000000000001,0.014,0.353,0.036000000000000004,0.0
2041.0,0.13,0.0,0.046,0.054000000000000006,0.07,0.7,0.14,0.569,0.0,0.16699999999999998,0.05,0.07400000000000001,0.047,0.779,0.08900000000000001,0.0,0.02,0.066,0.006,0.54,0.233,0.084,0.0,0.13699999999999998,0.011,0.591,0.014,0.348,0.036000000000000004,0.0
2042.0,0.147,0.0,0.043,0.053,0.071,0.6859999999999999,0.14300000000000002,0.556,0.0,0.177,0.05,0.07400000000000001,0.043,0.333,0.129,0.0,0.414,0.081,0.0,0.8809999999999999,0.057,0.017,0.0,0.046,0.006,0.733,0.014,0.218,0.029,0.0
